Title	URL	Abstract views	PDF views	Original submission	Current submission
Neuroendocrine Modulation Sustains the C. elegans Forward Motor State	http://biorxiv.org/content/early/2016/11/16/065235	1287	536	2016_08_17	2016_11_16
Bit-twiddling on Nucleotides	http://biorxiv.org/content/early/2016/11/16/082214	1600	472	2016_10_20	2016_11_16
Livestock and microcephaly, traces of an association?	http://biorxiv.org/content/early/2016/11/16/087825	3108	284	2016_11_16	2016_11_16
A LOGICAL INQUIRY OF EMOTIONS AND COGNITION	http://biorxiv.org/content/early/2016/11/15/087874	814	187	2016_11_15	2016_11_15
Antenatal maternal anxiety modulates the BOLD response in 20-year old adolescents during an endogenous cognitive control task	http://biorxiv.org/content/early/2016/11/15/087817	532	97	2016_11_15	2016_11_15
Functional transcriptomics in diverse intestinal epithelial cell types reveals robust gut microbial sensitivity of microRNAs in intestinal stem cells	http://biorxiv.org/content/early/2016/11/15/087882	998	195	2016_11_15	2016_11_15
A lottery simulation model for predicting cancer risk based on the strength and abundance of individual mutations	http://biorxiv.org/content/early/2016/11/15/087916	550	174	2016_11_15	2016_11_15
Functional constraints on replacing an essential gene with its ancient and modern homologs	http://biorxiv.org/content/early/2016/11/15/087924	1751	312	2016_11_15	2016_11_15
A nearest neighbour approach by genic distance to the assignment of individuals to geographic origin	http://biorxiv.org/content/early/2016/11/15/087833	748	166	2016_11_15	2016_11_15
SplitThreader: Exploration and analysis of rearrangements in cancer genomes	http://biorxiv.org/content/early/2016/11/15/087981	1983	404	2016_11_15	2016_11_15
Cell wall remodeling drives engulfment during Bacillus subtilis sporulation	http://biorxiv.org/content/early/2016/11/15/087858	624	139	2016_11_15	2016_11_15
Microtubule organization within mitotic spindles revealed by serial block face scanning EM and image analysis	http://biorxiv.org/content/early/2016/11/15/087866	3326	781	2016_11_15	2016_11_15
Structure-based alignment of human caspase recruitment domains provides a framework for understanding their function	http://biorxiv.org/content/early/2016/11/15/087908	534	214	2016_11_15	2016_11_15
Slow and steady wins the race: encounters of myosin-5 and myosin-6 on shared actin filaments	http://biorxiv.org/content/early/2016/11/15/087940	689	189	2016_11_15	2016_11_15
Chromosomal dynamics predicted by an elastic network model explains genome-wide accessibility and long-range couplings	http://biorxiv.org/content/early/2016/11/15/081182	2219	816	2016_10_16	2016_11_15
Cryo-EM structure of haemoglobin at 3.2 A determined with the Volta phase plate	http://biorxiv.org/content/early/2016/11/15/087841	8986	4249	2016_11_15	2016_11_15
biMM: Efficient estimation of genetic variances and covariances for cohorts with high-dimensional phenotype measurements	http://biorxiv.org/content/early/2016/11/15/087932	1289	338	2016_11_15	2016_11_15
Time dependent genetic analysis links field and controlled environment phenotypes in the model C4 grass Setaria	http://biorxiv.org/content/early/2016/11/15/083865	986	336	2016_11_14	2016_11_15
Insights into mortality patterns and causes of death through a process point of view model	http://biorxiv.org/content/early/2016/11/15/067967	806	317	2016_08_5	2016_11_15
Scalable latent-factor models applied to single-cell RNA-seq data separate biological drivers from confounding effects	http://biorxiv.org/content/early/2016/11/15/087775	5051	1705	2016_11_15	2016_11_15
An extensive comparison of species-abundance distribution models.	http://biorxiv.org/content/early/2016/11/15/024802	2009	831	2015_11_2	2016_11_15
ROSE: a deep learning based framework for predicting ribosome stalling	http://biorxiv.org/content/early/2016/11/15/067108	2917	1500	2016_08_3	2016_11_15
Measuring the sequence-affinity landscape of antibodies with massively parallel titration curves	http://biorxiv.org/content/early/2016/11/15/036335	2871	714	2016_01_10	2016_11_15
Odorant cues linked to social immunity induce lateralized antenna stimulation in honey bees (Apis mellifera L.)	http://biorxiv.org/content/early/2016/11/15/086330	1138	365	2016_11_10	2016_11_15
Spike interval coding of translatory optic flow and depth from motion in the fly visual system	http://biorxiv.org/content/early/2016/11/15/086934	941	257	2016_11_10	2016_11_15
Accelerated simulation of evolutionary trajectories in origin-fixation models	http://biorxiv.org/content/early/2016/11/14/087700	1137	258	2016_11_14	2016_11_14
Automatic Tracing of Ultra-Volume of Neuronal Images	http://biorxiv.org/content/early/2016/11/14/087726	3038	1185	2016_11_14	2016_11_14
A Bayesian approach to inferring chemical signal timing and amplitude in a temporal logic gate using the cell population distributional response	http://biorxiv.org/content/early/2016/11/14/087379	568	121	2016_11_14	2016_11_14
WhatsHap: fast and accurate read-based phasing	http://biorxiv.org/content/early/2016/11/14/085050	3583	1385	2016_11_2	2016_11_14
Extensive genetic diversity among populations of the malaria mosquito Anopheles moucheti revealed by population genomics	http://biorxiv.org/content/early/2016/11/14/068247	1280	263	2016_08_6	2016_11_14
Microbiome engineers: Grazers, browsers, and the phytobiome stampede	http://biorxiv.org/content/early/2016/11/14/087494	776	198	2016_11_14	2016_11_14
Deciphering the genic basis of environmental adaptations by simultaneous forward and reverse genetics in Saccharomyces cerevisiae	http://biorxiv.org/content/early/2016/11/14/087510	1131	301	2016_11_14	2016_11_14
MARS: Motif Assessment and Ranking Suite for transcription factor binding motifs	http://biorxiv.org/content/early/2016/11/14/065615	1258	208	2016_11_14	2016_11_14
Tunable Extracellular Self-Assembly of Multi-Protein Conjugates from Bacillus subtilis	http://biorxiv.org/content/early/2016/11/14/087593	775	372	2016_11_14	2016_11_14
Metrics for comparing Neuronal Tree Shapes based on Persistent Homology	http://biorxiv.org/content/early/2016/11/14/087551	691	323	2016_11_14	2016_11_14
Unifying the two different classes of plant non-specific lipid-transfer proteins allergens classified in the WHO/IUIS allergen database through a motif with conserved sequence, structural and electrostatic features	http://biorxiv.org/content/early/2016/11/14/087411	753	249	2016_11_14	2016_11_14
T-SNE visualization of large-scale neural recordings.	http://biorxiv.org/content/early/2016/11/14/087395	2072	780	2016_11_14	2016_11_14
Statistical properties of simple random-effects models for genetic heritability	http://biorxiv.org/content/early/2016/11/14/087304	1131	438	2016_11_14	2016_11_14
Optical-flow analysis toolbox for characterization of spatiotemporal dynamics in mesoscale optical imaging of brain activity	http://biorxiv.org/content/early/2016/11/14/087676	870	497	2016_11_14	2016_11_14
Nitrogen cost minimization is promoted by structural changes in the transcriptome of N deprived Prochlorococcus cells	http://biorxiv.org/content/early/2016/11/14/087643	721	112	2016_11_14	2016_11_14
Kinetic modeling predicts a role for ribosome collisions at elongation stall sites in bacteria	http://biorxiv.org/content/early/2016/11/14/087668	800	192	2016_11_14	2016_11_14
Domains of methylated CAC and CG target MeCP2 to tune transcription in the brain	http://biorxiv.org/content/early/2016/11/14/087577	1554	418	2016_11_14	2016_11_14
Could a neuroscientist understand a microprocessor?	http://biorxiv.org/content/early/2016/11/14/055624	106151	95190	2016_05_26	2016_11_14
EMDUnifrac: Exact linear time computation of the Unifrac metric and identification of differentially abundant organisms	http://biorxiv.org/content/early/2016/11/14/087171	1266	243	2016_11_11	2016_11_14
Computational cognitive neuroscience: Model fitting should not replace model simulation.	http://biorxiv.org/content/early/2016/11/14/079798	1912	883	2016_10_7	2016_11_14
Refractive index tomograms and dynamic membrane fluctuations of red blood cells from patients with diabetes mellitus	http://biorxiv.org/content/early/2016/11/14/087460	924	381	2016_11_14	2016_11_14
Time-resolved proteomics vs. ribosome profiling reveals translation dynamics under stress	http://biorxiv.org/content/early/2016/11/14/087486	1637	612	2016_11_14	2016_11_14
Environmental DNA Barcode Sequence Capture: Targeted, PCR-free Sequence Capture for Biodiversity Analysis from Bulk Environmental Samples	http://biorxiv.org/content/early/2016/11/13/087437	1897	832	2016_11_13	2016_11_13
A functional genomic meta-analysis of clinical trials in systemic sclerosis: towards precision medicine and combination therapy	http://biorxiv.org/content/early/2016/11/13/087361	1249	247	2016_11_13	2016_11_13
Happens in the best of subfamilies: Establishment and repeated replacements of co-obligate secondary endosymbionts within Lachninae aphids	http://biorxiv.org/content/early/2016/11/12/059816	1128	351	2016_06_19	2016_11_12
Climatic warming strengthens a positive feedback between alpine shrubs and fire	http://biorxiv.org/content/early/2016/11/12/043919	1515	557	2016_03_16	2016_11_12
Interneuronal mechanisms of hippocampal theta oscillation in a full-scale model of the rodent CA1 circuit	http://biorxiv.org/content/early/2016/11/12/087403	632	208	2016_11_12	2016_11_12
A first-principle for the nervous system	http://biorxiv.org/content/early/2016/11/12/087353	1660	313	2016_11_12	2016_11_12
Genomic Rearrangements Considered as Quantitative Traits	http://biorxiv.org/content/early/2016/11/12/087387	2347	565	2016_11_12	2016_11_12
Association of five SNPs with human hair colour in the Polish population	http://biorxiv.org/content/early/2016/11/12/087429	697	209	2016_11_12	2016_11_12
Modeling disease spread in populations with birth, death, and concurrency	http://biorxiv.org/content/early/2016/11/11/087213	340	69	2016_11_11	2016_11_11
Proteotype profiling unmasks a viral signaling network essential for poxvirus assembly and transcriptional competence	http://biorxiv.org/content/early/2016/11/11/087270	779	433	2016_11_11	2016_11_11
Genetic overlap between in-scanner head motion and the default network connectivity	http://biorxiv.org/content/early/2016/11/11/087023	1257	272	2016_11_11	2016_11_11
Mathematical models of SIR disease spread with combined non-sexual and sexual transmission routes	http://biorxiv.org/content/early/2016/11/11/087189	467	174	2016_11_11	2016_11_11
Astrocytes locally translate transcripts in their peripheral processes	http://biorxiv.org/content/early/2016/11/11/071795	1030	503	2016_08_29	2016_11_11
Test-retest reliability of functional connectivity networks during naturalistic fMRI paradigms	http://biorxiv.org/content/early/2016/11/11/087197	1075	467	2016_11_11	2016_11_11
Network activity influences the subthreshold and spiking visual responses of pyramidal neurons in a three-layer cortex	http://biorxiv.org/content/early/2016/11/11/087288	501	192	2016_11_11	2016_11_11
Recurrent gene duplication leads to diverse repertoires of centromeric histones in Drosophila species	http://biorxiv.org/content/early/2016/11/11/086942	1316	292	2016_11_11	2016_11_11
A TOPOLOGICAL/ECOLOGICAL APPROACH TO PERCEPTION	http://biorxiv.org/content/early/2016/11/11/086827	577	218	2016_11_11	2016_11_11
Ensembl Core Software Resources: storage and programmatic access for DNA sequence and genome annotation	http://biorxiv.org/content/early/2016/11/11/087239	1375	308	2016_11_11	2016_11_11
Copyright and the Use of Images as Biodiversity Data	http://biorxiv.org/content/early/2016/11/11/087015	3091	635	2016_11_11	2016_11_11
Resilience, invariability, and ecological stability across levels of organization	http://biorxiv.org/content/early/2016/11/11/085852	955	322	2016_11_11	2016_11_11
Cause for pause before leaping to conclusions about stepping	http://biorxiv.org/content/early/2016/11/11/085886	2453	526	2016_11_11	2016_11_11
Y-RNA and tRNA Cleavage by RNase L Mediates Terminal dsRNA Response	http://biorxiv.org/content/early/2016/11/10/087106	1451	616	2016_11_10	2016_11_10
Genome-scale transcriptional regulatory network models for the mouse and human striatum predict roles for SMAD3 and other transcription factors in Huntington's disease	http://biorxiv.org/content/early/2016/11/10/087114	1377	363	2016_11_10	2016_11_10
Learning enhances sensory processing in mouse V1 before improving behavior	http://biorxiv.org/content/early/2016/11/10/087130	1151	481	2016_11_10	2016_11_10
Computing structure-based lipid accessibility of membrane proteins with mp_lipid_acc in RosettaMP	http://biorxiv.org/content/early/2016/11/10/086579	758	249	2016_11_10	2016_11_10
Interpreting deep mutational scanning data resulting from selections on solid media	http://biorxiv.org/content/early/2016/11/10/087072	523	111	2016_11_10	2016_11_10
Influenza C incidence and herd immunity in Lancaster, UK, in the winter of 2014-2015	http://biorxiv.org/content/early/2016/11/10/061705	434	71	2016_11_10	2016_11_10
lncRNA-screen: an interactive platform for computationally screening long non-coding RNAs in large genomics datasets	http://biorxiv.org/content/early/2016/11/10/087080	2057	2453	2016_11_10	2016_11_10
Mouse T cell repertoires as statistical ensembles: overall characterization and age dependence	http://biorxiv.org/content/early/2016/11/10/086884	769	153	2016_11_10	2016_11_10
Antidepressant-like effects of P2 purinergic antagonist PPADS is dependent on serotonergic and noradrenergic integrity	http://biorxiv.org/content/early/2016/11/10/086983	305	110	2016_11_10	2016_11_10
